# Version 1.0
# Parameter norm_62d4 norm_200 norm_2760 nucleon_width fluctuation
   8.4444444444   13.9494949495   13.8181818182    0.9863636364    0.2484848485
   8.5555555556    3.9696969697   13.6969696970    1.3893939394    4.0595959596
   8.6666666667    4.6262626263   11.1515151515    0.6257575758    0.1989898990
   8.7777777778   14.6060606061   16.8484848485    0.5621212121    1.0898989899
   8.8888888889   12.7676767677    9.5757575758    1.1560606061    1.8818181818
   9.0000000000   11.4545454545   13.5757575758    0.6575757576    4.8020202020
   9.1111111111   12.5050505051   13.2121212121    0.7954545455    2.2282828283
   9.2222222222    4.1010101010   11.8787878788    0.7106060606    2.8717171717
   9.3333333333    5.6767676768   12.4848484848    0.3712121212    4.5050505051
   9.4444444444    7.7777777778    8.4848484848    0.5090909091    1.7828282828
   9.5555555556   10.9292929293   18.7878787879    0.7848484848    4.5545454545
   9.6666666667    7.5151515152   18.0606060606    1.2409090909    0.5949494949
   9.7777777778    3.7070707071   10.7878787879    1.2303030303    0.9909090909
   9.8888888889    4.8888888889    8.6060606061    0.7318181818    4.6535353535
  10.0000000000    8.5656565657   18.3030303030    0.7636363636    0.3474747475
  10.1111111111    2.6565656566   14.6666666667    1.1242424242    2.3767676768
  10.2222222222   11.7171717172   10.0606060606    0.6893939394    0.4464646465
  10.3333333333   10.4040404040   18.4242424242    0.7424242424    2.4262626263
  10.4444444444   13.8181818182   15.7575757576    1.0606060606    3.4161616162
  10.5555555556    3.4444444444   17.9393939394    0.5196969697    3.9606060606
  10.6666666667    2.3939393939   18.9090909091    1.0818181818    0.9414141414
  10.7777777778    9.4848484848   14.1818181818    0.4878787879    1.1888888889
  10.8888888889    7.3838383838    8.7272727273    1.0712121212    2.3272727273
  11.0000000000   11.8484848485   10.4242424242    1.0075757576    4.3070707071
  11.1111111111    8.3030303030   13.4545454545    1.2515151515    2.1292929293
  11.2222222222    9.6161616162   11.3939393939    0.5515151515    3.3171717172
  11.3333333333    5.1515151515   17.6969696970    0.3500000000    1.7333333333
  11.4444444444    7.6464646465   16.3636363636    1.2196969697    4.4555555556
  11.5555555556   13.6868686869   18.5454545455    1.1454545455    1.4363636364
  11.6666666667    3.3131313131   14.7878787879    0.7212121212    1.1393939394
  11.7777777778    8.0404040404   12.3636363636    1.0287878788    0.1494949495
  11.8888888889   15.0000000000   10.1818181818    0.7000000000    2.9212121212
  12.0000000000    6.7272727273   15.1515151515    0.8272727273    3.3666666667
